show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,date_added_parsed,year_added,month_added,duration_val,decade
s5375,Movie,Title 5374,Director_170,"Actor_211, Actor_320, Actor_367, Actor_122",Turkey,"May 11, 2022",2022,R,117 min,"Reality TV, Comedies, Sci-Fi & Fantasy",2022-05-11,2022,5,117.0,2020s
s5376,TV Show,Title 5375,Director_143,"Actor_253, Actor_090, Actor_269, Actor_401, Actor_177",United States,"April 02, 2017",2011,TV-14,1 Season,"Romantic Movies, International Movies",2017-04-02,2017,4,1.0,2010s
s5377,Movie,Title 5376,Director_179,"Actor_390, Actor_403, Actor_193",Japan,"August 11, 2017",2019,R,151 min,"Crime TV Shows, Romantic Movies",2017-08-11,2017,8,151.0,2010s
s5378,Movie,Title 5377,Director_113,"Actor_394, Actor_212",Nigeria,"October 27, 2020",2012,R,150 min,"Music & Musicals, Sci-Fi & Fantasy, Crime TV Shows",2020-10-27,2020,10,150.0,2010s
s5379,TV Show,Title 5378,Director_115,"Actor_120, Actor_000, Actor_130",United Kingdom,"December 12, 2015",1996,TV-14,1 Season,International Movies,2015-12-12,2015,12,1.0,1990s
s5380,Movie,Title 5379,Director_176,"Actor_479, Actor_110, Actor_323, Actor_145, Actor_176",India,"August 31, 2016",1993,R,86 min,"Comedies, Horror Movies, Kids TV",2016-08-31,2016,8,86.0,1990s
s5381,Movie,Title 5380,Director_138,"Actor_376, Actor_295, Actor_317, Actor_262, Actor_385",Spain,"September 30, 2016",2010,PG-13,120 min,"Action & Adventure, International Movies",2016-09-30,2016,9,120.0,2010s
s5382,Movie,Title 5381,Director_077,"Actor_273, Actor_091, Actor_234",Japan,"November 13, 2017",2019,R,175 min,"Documentaries, Comedies, Thrillers",2017-11-13,2017,11,175.0,2010s
s5383,Movie,Title 5382,Director_174,"Actor_093, Actor_357, Actor_228, Actor_202, Actor_484",South Korea,"February 03, 2019",2015,PG-13,120 min,"Anime Series, Documentaries, Thrillers",2019-02-03,2019,2,120.0,2010s
s5384,Movie,Title 5383,Director_034,"Actor_340, Actor_420, Actor_057",Turkey,"May 09, 2018",2017,PG-13,146 min,International Movies,2018-05-09,2018,5,146.0,2010s
s5385,Movie,Title 5384,Director_070,"Actor_482, Actor_498",United States,"December 18, 2020",2001,R,105 min,Dramas,2020-12-18,2020,12,105.0,2000s
s5386,Movie,Title 5385,Director_156,"Actor_144, Actor_164, Actor_437, Actor_207",United States,"July 31, 2021",2012,PG-13,115 min,"Sci-Fi & Fantasy, International Movies",2021-07-31,2021,7,115.0,2010s
s5387,Movie,Title 5386,Director_107,"Actor_394, Actor_376, Actor_212",Mexico,"May 30, 2015",1972,R,96 min,"Stand-Up Comedy, Comedies",2015-05-30,2015,5,96.0,1970s
s5388,TV Show,Title 5387,Director_053,"Actor_038, Actor_394, Actor_281, Actor_147",United States,"March 30, 2019",2020,TV-MA,5 Seasons,"Sci-Fi & Fantasy, Kids TV",2019-03-30,2019,3,5.0,2020s
s5389,Movie,Title 5388,Director_022,"Actor_094, Actor_135, Actor_062, Actor_383",United States,"August 20, 2018",2023,NR,119 min,"Thrillers, Documentaries",2018-08-20,2018,8,119.0,2020s
s5390,TV Show,Title 5389,Director_151,"Actor_176, Actor_057, Actor_323, Actor_450",United Kingdom,"April 14, 2019",2009,TV-MA,4 Seasons,"Anime Series, Comedies, Romantic Movies",2019-04-14,2019,4,4.0,2000s
s5391,Movie,Title 5390,,"Actor_019, Actor_472, Actor_411, Actor_352",India,"February 19, 2015",1964,R,177 min,"Documentaries, Sports Movies, Crime TV Shows",2015-02-19,2015,2,177.0,1960s
s5392,Movie,Title 5391,Director_060,"Actor_146, Actor_189, Actor_032",India,"November 16, 2021",1990,PG-13,79 min,"Horror Movies, Comedies, Music & Musicals",2021-11-16,2021,11,79.0,1990s
s5393,TV Show,Title 5392,Director_135,"Actor_165, Actor_473",Nigeria,"February 14, 2019",2017,TV-MA,2 Seasons,Horror Movies,2019-02-14,2019,2,2.0,2010s
s5394,Movie,Title 5393,Director_047,"Actor_375, Actor_488",Nigeria,"November 07, 2021",2016,PG-13,72 min,"Music & Musicals, Reality TV, Documentaries",2021-11-07,2021,11,72.0,2010s
s5395,TV Show,Title 5394,Director_111,"Actor_103, Actor_095, Actor_406, Actor_393",Japan,"December 01, 2015",2020,TV-PG,5 Seasons,Comedies,2015-12-01,2015,12,5.0,2020s
s5396,Movie,Title 5395,Director_125,"Actor_376, Actor_308, Actor_351, Actor_238, Actor_467",United States,"October 07, 2018",1999,R,172 min,"Crime TV Shows, Comedies",2018-10-07,2018,10,172.0,1990s
s5397,Movie,Title 5396,Director_156,"Actor_219, Actor_390, Actor_444, Actor_206, Actor_314",India,"October 29, 2016",2019,PG,72 min,"Anime Series, Documentaries",2016-10-29,2016,10,72.0,2010s
s5398,Movie,Title 5397,Director_086,"Actor_451, Actor_395, Actor_272, Actor_308, Actor_270",United States,"July 31, 2019",2017,R,115 min,"Thrillers, Dramas",2019-07-31,2019,7,115.0,2010s
s5399,Movie,Title 5398,Director_025,"Actor_070, Actor_004, Actor_039, Actor_137",Turkey,"July 02, 2021",2005,NR,73 min,Comedies,2021-07-02,2021,7,73.0,2000s
s5400,TV Show,Title 5399,Director_164,"Actor_081, Actor_050, Actor_003, Actor_154, Actor_101",United States,"October 12, 2017",2014,TV-MA,4 Seasons,Crime TV Shows,2017-10-12,2017,10,4.0,2010s
s5401,Movie,Title 5400,Director_051,"Actor_347, Actor_053, Actor_021, Actor_296",United States,"December 02, 2015",1988,R,115 min,Music & Musicals,2015-12-02,2015,12,115.0,1980s
s5402,TV Show,Title 5401,Director_165,"Actor_105, Actor_275, Actor_055",India,"October 27, 2016",2011,NR,3 Seasons,International Movies,2016-10-27,2016,10,3.0,2010s
s5403,TV Show,Title 5402,Director_005,"Actor_289, Actor_112, Actor_242",United Kingdom,"March 22, 2015",2021,TV-MA,5 Seasons,Action & Adventure,2015-03-22,2015,3,5.0,2020s
s5404,Movie,Title 5403,Director_007,"Actor_452, Actor_441, Actor_200, Actor_212",Germany,"November 04, 2020",2010,NR,73 min,"Music & Musicals, Anime Series",2020-11-04,2020,11,73.0,2010s
s5405,Movie,Title 5404,Director_016,"Actor_402, Actor_050, Actor_204, Actor_290",Turkey,"December 05, 2019",2021,R,165 min,"Comedies, Romantic Movies",2019-12-05,2019,12,165.0,2020s
s5406,TV Show,Title 5405,,"Actor_146, Actor_445",United States,"September 15, 2015",2015,TV-MA,3 Seasons,Action & Adventure,2015-09-15,2015,9,3.0,2010s
s5407,TV Show,Title 5406,Director_189,"Actor_350, Actor_474, Actor_399",United States,"September 17, 2017",1993,TV-Y7,8 Seasons,"Sci-Fi & Fantasy, Crime TV Shows, Horror Movies",2017-09-17,2017,9,8.0,1990s
s5408,Movie,Title 5407,Director_033,"Actor_244, Actor_291, Actor_123, Actor_447",United States,"July 04, 2015",2015,NR,88 min,"Horror Movies, Anime Series",2015-07-04,2015,7,88.0,2010s
s5409,Movie,Title 5408,Director_146,"Actor_224, Actor_051, Actor_461",Japan,"September 12, 2019",2013,PG-13,177 min,Thrillers,2019-09-12,2019,9,177.0,2010s
s5410,Movie,Title 5409,Director_069,"Actor_164, Actor_329, Actor_389, Actor_302, Actor_171",United States,"July 08, 2022",2009,R,149 min,"Crime TV Shows, Stand-Up Comedy",2022-07-08,2022,7,149.0,2000s
s5411,TV Show,Title 5410,Director_081,"Actor_332, Actor_172, Actor_291",Germany,"May 03, 2015",1984,TV-MA,8 Seasons,"Anime Series, Action & Adventure, Reality TV",2015-05-03,2015,5,8.0,1980s
s5412,Movie,Title 5411,Director_117,"Actor_496, Actor_124, Actor_083",Turkey,"August 27, 2016",2010,PG-13,101 min,"Reality TV, Sci-Fi & Fantasy",2016-08-27,2016,8,101.0,2010s
s5413,TV Show,Title 5412,Director_164,"Actor_315, Actor_121, Actor_460, Actor_331, Actor_001",United States,"January 06, 2022",1977,TV-14,2 Seasons,"Romantic Movies, Documentaries",2022-01-06,2022,1,2.0,1970s
s5414,Movie,Title 5413,Director_037,"Actor_348, Actor_349, Actor_098, Actor_372",Germany,"June 22, 2017",1981,R,77 min,Thrillers,2017-06-22,2017,6,77.0,1980s
s5415,Movie,Title 5414,Director_142,"Actor_424, Actor_360",United States,"March 18, 2019",2010,R,78 min,Action & Adventure,2019-03-18,2019,3,78.0,2010s
s5416,Movie,Title 5415,Director_101,"Actor_185, Actor_089, Actor_483, Actor_472",Canada,"June 04, 2020",2003,R,137 min,"Kids TV, Thrillers",2020-06-04,2020,6,137.0,2000s
s5417,Movie,Title 5416,Director_039,"Actor_088, Actor_353, Actor_294, Actor_060",South Korea,"October 26, 2018",2022,PG-13,141 min,"Kids TV, Documentaries, Comedies",2018-10-26,2018,10,141.0,2020s
s5418,Movie,Title 5417,Director_136,"Actor_354, Actor_180, Actor_244",United States,"June 10, 2021",2008,R,163 min,"Sci-Fi & Fantasy, Crime TV Shows",2021-06-10,2021,6,163.0,2000s
s5419,Movie,Title 5418,Director_052,"Actor_460, Actor_355, Actor_289",Japan,"August 01, 2018",2019,PG-13,81 min,"Dramas, Reality TV, Action & Adventure",2018-08-01,2018,8,81.0,2010s
s5420,Movie,Title 5419,Director_197,"Actor_461, Actor_473, Actor_001, Actor_464",India,"May 28, 2022",2013,R,82 min,Crime TV Shows,2022-05-28,2022,5,82.0,2010s
s5421,Movie,Title 5420,Director_117,"Actor_137, Actor_117, Actor_357, Actor_492",United States,"February 09, 2020",2018,R,163 min,Sports Movies,2020-02-09,2020,2,163.0,2010s
s5422,Movie,Title 5421,Director_065,"Actor_093, Actor_282",Japan,"April 25, 2020",1999,R,132 min,"Romantic Movies, Dramas",2020-04-25,2020,4,132.0,1990s
s5423,TV Show,Title 5422,Director_079,"Actor_063, Actor_340",Japan,"April 28, 2021",2022,TV-Y,4 Seasons,Horror Movies,2021-04-28,2021,4,4.0,2020s
s5424,Movie,Title 5423,Director_051,"Actor_357, Actor_030, Actor_311, Actor_194",Spain,"May 17, 2019",2013,R,89 min,"Crime TV Shows, Stand-Up Comedy",2019-05-17,2019,5,89.0,2010s
s5425,Movie,Title 5424,Director_128,"Actor_393, Actor_441",United Kingdom,"May 05, 2016",2020,PG-13,134 min,"Kids TV, Sports Movies, Reality TV",2016-05-05,2016,5,134.0,2020s
s5426,Movie,Title 5425,Director_157,"Actor_120, Actor_288",Japan,"August 17, 2022",2007,PG-13,153 min,"International Movies, Horror Movies, Documentaries",2022-08-17,2022,8,153.0,2000s
s5427,TV Show,Title 5426,Director_123,"Actor_096, Actor_075",India,"November 20, 2017",1981,TV-14,7 Seasons,"Anime Series, Sports Movies",2017-11-20,2017,11,7.0,1980s
s5428,Movie,Title 5427,Director_111,"Actor_084, Actor_478, Actor_258",Canada,"December 02, 2016",2017,R,80 min,Crime TV Shows,2016-12-02,2016,12,80.0,2010s
s5429,TV Show,Title 5428,Director_000,"Actor_409, Actor_026, Actor_448, Actor_047, Actor_192",Brazil,"July 15, 2018",1963,TV-MA,3 Seasons,Action & Adventure,2018-07-15,2018,7,3.0,1960s
s5430,TV Show,Title 5429,Director_166,"Actor_383, Actor_244, Actor_084, Actor_188, Actor_096",United States,"August 21, 2020",2012,TV-14,3 Seasons,Thrillers,2020-08-21,2020,8,3.0,2010s
s5431,Movie,Title 5430,Director_015,"Actor_174, Actor_489",United States,"April 29, 2018",1993,NR,136 min,"Kids TV, Music & Musicals, Documentaries",2018-04-29,2018,4,136.0,1990s
s5432,Movie,Title 5431,Director_144,"Actor_265, Actor_216, Actor_153",Turkey,"November 24, 2018",2016,PG,157 min,"Documentaries, Thrillers",2018-11-24,2018,11,157.0,2010s
s5433,Movie,Title 5432,Director_111,"Actor_221, Actor_461, Actor_365, Actor_497",United States,"April 10, 2019",2023,R,168 min,"Music & Musicals, Sci-Fi & Fantasy",2019-04-10,2019,4,168.0,2020s
s5434,Movie,Title 5433,Director_111,"Actor_103, Actor_282, Actor_343",South Korea,"April 25, 2020",2011,R,154 min,"Music & Musicals, Action & Adventure",2020-04-25,2020,4,154.0,2010s
s5435,Movie,Title 5434,Director_101,"Actor_452, Actor_347",United States,"November 08, 2020",2020,R,118 min,"Stand-Up Comedy, Crime TV Shows, Reality TV",2020-11-08,2020,11,118.0,2020s
s5436,TV Show,Title 5435,Director_081,"Actor_025, Actor_100",Germany,"August 22, 2016",2013,TV-MA,4 Seasons,Action & Adventure,2016-08-22,2016,8,4.0,2010s
s5437,Movie,Title 5436,Director_149,"Actor_319, Actor_264, Actor_120, Actor_089",Japan,"December 15, 2019",2012,PG,107 min,"Anime Series, Reality TV, Dramas",2019-12-15,2019,12,107.0,2010s
s5438,TV Show,Title 5437,Director_098,"Actor_074, Actor_210, Actor_147, Actor_282, Actor_441",India,"June 06, 2021",2022,TV-MA,4 Seasons,"Kids TV, Horror Movies",2021-06-06,2021,6,4.0,2020s
s5439,Movie,Title 5438,Director_158,"Actor_191, Actor_253, Actor_324, Actor_379",India,"February 08, 2018",2022,R,132 min,Comedies,2018-02-08,2018,2,132.0,2020s
s5440,TV Show,Title 5439,Director_039,"Actor_085, Actor_383, Actor_043, Actor_385",United States,"March 21, 2015",2020,TV-MA,5 Seasons,"International Movies, Crime TV Shows, Kids TV",2015-03-21,2015,3,5.0,2020s
s5441,Movie,Title 5440,,"Actor_160, Actor_325, Actor_388, Actor_363",Japan,"April 15, 2017",2003,PG-13,97 min,Anime Series,2017-04-15,2017,4,97.0,2000s
s5442,Movie,Title 5441,Director_035,"Actor_399, Actor_171, Actor_035, Actor_279, Actor_340",United Kingdom,"October 13, 2016",2014,G,137 min,"Reality TV, Stand-Up Comedy, Sports Movies",2016-10-13,2016,10,137.0,2010s
s5443,Movie,Title 5442,Director_124,"Actor_428, Actor_305, Actor_113, Actor_393, Actor_019",Japan,"October 16, 2021",1996,NR,169 min,"Thrillers, Sports Movies",2021-10-16,2021,10,169.0,1990s
s5444,TV Show,Title 5443,Director_003,"Actor_330, Actor_097, Actor_322, Actor_189",United States,"February 21, 2016",2011,TV-PG,4 Seasons,"Music & Musicals, Dramas",2016-02-21,2016,2,4.0,2010s
s5445,Movie,Title 5444,Director_117,"Actor_403, Actor_112, Actor_108",India,"January 10, 2019",2012,R,70 min,Comedies,2019-01-10,2019,1,70.0,2010s
s5446,Movie,Title 5445,Director_196,"Actor_337, Actor_031, Actor_283",Germany,"August 27, 2020",2020,PG-13,171 min,"Documentaries, Music & Musicals",2020-08-27,2020,8,171.0,2020s
s5447,Movie,Title 5446,Director_024,"Actor_382, Actor_251, Actor_478, Actor_391",United States,"December 13, 2017",2022,PG-13,126 min,"Kids TV, Romantic Movies, International Movies",2017-12-13,2017,12,126.0,2020s
s5448,Movie,Title 5447,Director_094,"Actor_116, Actor_062, Actor_070, Actor_161, Actor_054",Nigeria,"March 18, 2020",2010,PG,118 min,"Thrillers, Comedies",2020-03-18,2020,3,118.0,2010s
s5449,Movie,Title 5448,Director_077,"Actor_111, Actor_010, Actor_025",India,"January 15, 2017",1966,PG,179 min,Anime Series,2017-01-15,2017,1,179.0,1960s
s5450,Movie,Title 5449,Director_157,"Actor_398, Actor_033, Actor_385, Actor_219, Actor_394",Turkey,"June 25, 2020",2021,PG-13,107 min,Comedies,2020-06-25,2020,6,107.0,2020s
s5451,Movie,Title 5450,Director_174,"Actor_004, Actor_428, Actor_316, Actor_360, Actor_186",India,"August 28, 2015",1991,NR,109 min,"International Movies, Music & Musicals",2015-08-28,2015,8,109.0,1990s
s5452,Movie,Title 5451,Director_011,"Actor_205, Actor_085, Actor_067",Turkey,"December 03, 2022",2016,R,174 min,"Crime TV Shows, Sports Movies, Kids TV",2022-12-03,2022,12,174.0,2010s
s5453,Movie,Title 5452,Director_026,"Actor_477, Actor_318, Actor_400, Actor_216",United States,"April 28, 2020",1968,PG,143 min,Stand-Up Comedy,2020-04-28,2020,4,143.0,1960s
s5454,Movie,Title 5453,Director_172,"Actor_408, Actor_333, Actor_172, Actor_323",Spain,"October 01, 2021",2009,PG-13,134 min,Romantic Movies,2021-10-01,2021,10,134.0,2000s
s5455,TV Show,Title 5454,Director_062,"Actor_163, Actor_090",United States,"May 05, 2017",2023,TV-MA,5 Seasons,Stand-Up Comedy,2017-05-05,2017,5,5.0,2020s
s5456,Movie,Title 5455,Director_054,"Actor_201, Actor_052, Actor_444, Actor_071",United States,"March 31, 2022",1982,NR,147 min,"Stand-Up Comedy, Thrillers, Action & Adventure",2022-03-31,2022,3,147.0,1980s
s5457,Movie,Title 5456,Director_157,"Actor_399, Actor_025, Actor_291, Actor_256",Nigeria,"December 02, 2019",2010,PG-13,102 min,"Stand-Up Comedy, Sci-Fi & Fantasy, Romantic Movies",2019-12-02,2019,12,102.0,2010s
s5458,Movie,Title 5457,Director_081,"Actor_210, Actor_095, Actor_355, Actor_192",India,"November 07, 2019",2004,PG-13,146 min,Kids TV,2019-11-07,2019,11,146.0,2000s
s5459,TV Show,Title 5458,Director_013,"Actor_426, Actor_079, Actor_183, Actor_325, Actor_260",United States,"February 24, 2016",2022,TV-14,4 Seasons,"Dramas, Stand-Up Comedy, Reality TV",2016-02-24,2016,2,4.0,2020s
s5460,TV Show,Title 5459,Director_055,"Actor_425, Actor_426, Actor_391, Actor_293, Actor_079",Spain,"March 13, 2021",2021,TV-MA,4 Seasons,Kids TV,2021-03-13,2021,3,4.0,2020s
s5461,TV Show,Title 5460,Director_146,"Actor_459, Actor_367, Actor_290, Actor_137",Brazil,"December 09, 2016",1997,TV-Y7,1 Season,Kids TV,2016-12-09,2016,12,1.0,1990s
s5462,Movie,Title 5461,Director_085,"Actor_455, Actor_221, Actor_174, Actor_321, Actor_133",United States,"February 11, 2022",1979,R,121 min,"International Movies, Dramas, Documentaries",2022-02-11,2022,2,121.0,1970s
s5463,Movie,Title 5462,Director_025,"Actor_087, Actor_015, Actor_495, Actor_401, Actor_469",United States,"July 26, 2019",2016,R,139 min,Reality TV,2019-07-26,2019,7,139.0,2010s
s5464,Movie,Title 5463,Director_198,"Actor_370, Actor_003, Actor_327",United States,"September 15, 2018",2006,R,127 min,"Music & Musicals, Horror Movies, Romantic Movies",2018-09-15,2018,9,127.0,2000s
s5465,Movie,Title 5464,Director_091,"Actor_138, Actor_366, Actor_438",Turkey,"July 28, 2020",2017,PG-13,133 min,"Crime TV Shows, Horror Movies, Action & Adventure",2020-07-28,2020,7,133.0,2010s
s5466,Movie,Title 5465,Director_165,"Actor_311, Actor_002, Actor_226, Actor_257, Actor_100",South Korea,"November 20, 2022",1969,R,140 min,"Horror Movies, Reality TV, Documentaries",2022-11-20,2022,11,140.0,1960s
s5467,TV Show,Title 5466,Director_196,"Actor_181, Actor_026",Canada,"November 10, 2016",1986,TV-MA,5 Seasons,"Kids TV, Dramas",2016-11-10,2016,11,5.0,1980s
s5468,TV Show,Title 5467,Director_035,"Actor_449, Actor_104, Actor_033, Actor_243, Actor_183",Brazil,"May 01, 2016",2017,TV-MA,3 Seasons,"Anime Series, Action & Adventure, Sports Movies",2016-05-01,2016,5,3.0,2010s
s5469,TV Show,Title 5468,Director_145,"Actor_020, Actor_188, Actor_018, Actor_130",Japan,"September 14, 2016",1995,TV-G,6 Seasons,International Movies,2016-09-14,2016,9,6.0,1990s
s5470,Movie,Title 5469,Director_184,"Actor_495, Actor_446",United States,"December 09, 2018",2021,PG-13,169 min,"Music & Musicals, Sports Movies, Horror Movies",2018-12-09,2018,12,169.0,2020s
s5471,TV Show,Title 5470,Director_077,"Actor_327, Actor_266, Actor_332",India,"August 07, 2015",1975,TV-MA,1 Season,"Documentaries, Comedies",2015-08-07,2015,8,1.0,1970s
s5472,Movie,Title 5471,Director_111,"Actor_020, Actor_083, Actor_250, Actor_096",Brazil,"July 31, 2022",1995,R,128 min,"International Movies, Comedies, Reality TV",2022-07-31,2022,7,128.0,1990s
s5473,Movie,Title 5472,Director_022,"Actor_217, Actor_418",Brazil,"August 25, 2021",2023,R,171 min,Music & Musicals,2021-08-25,2021,8,171.0,2020s
s5474,TV Show,Title 5473,Director_118,"Actor_271, Actor_029, Actor_484, Actor_360, Actor_119",United States,"November 04, 2020",2010,TV-G,4 Seasons,"Documentaries, Kids TV, Thrillers",2020-11-04,2020,11,4.0,2010s
s5475,Movie,Title 5474,Director_115,"Actor_144, Actor_368, Actor_148, Actor_122, Actor_176",United States,"January 24, 2019",2018,PG-13,153 min,Kids TV,2019-01-24,2019,1,153.0,2010s
s5476,Movie,Title 5475,Director_141,"Actor_083, Actor_421, Actor_061, Actor_398, Actor_145",Nigeria,"November 02, 2022",1992,R,169 min,Action & Adventure,2022-11-02,2022,11,169.0,1990s
s5477,Movie,Title 5476,Director_196,"Actor_007, Actor_011, Actor_287",South Korea,"September 24, 2021",2016,G,95 min,Reality TV,2021-09-24,2021,9,95.0,2010s
s5478,TV Show,Title 5477,Director_021,"Actor_289, Actor_318",France,"November 21, 2016",2018,TV-MA,5 Seasons,"Documentaries, Comedies",2016-11-21,2016,11,5.0,2010s
s5479,TV Show,Title 5478,Director_027,"Actor_293, Actor_273",India,"July 22, 2020",2004,TV-14,7 Seasons,"Comedies, Dramas, International Movies",2020-07-22,2020,7,7.0,2000s
s5480,Movie,Title 5479,Director_042,"Actor_012, Actor_123, Actor_344, Actor_075, Actor_326",United States,"October 09, 2017",2020,PG-13,97 min,Sports Movies,2017-10-09,2017,10,97.0,2020s
s5481,TV Show,Title 5480,Director_075,"Actor_239, Actor_217, Actor_030",Japan,"January 16, 2022",2015,TV-MA,2 Seasons,"Romantic Movies, Action & Adventure",2022-01-16,2022,1,2.0,2010s
s5482,Movie,Title 5481,Director_017,"Actor_047, Actor_368",United Kingdom,"March 22, 2016",2009,PG-13,111 min,"Comedies, Romantic Movies, Sports Movies",2016-03-22,2016,3,111.0,2000s
s5483,Movie,Title 5482,Director_099,"Actor_389, Actor_172, Actor_009, Actor_387, Actor_421",Germany,"June 05, 2021",2014,PG-13,149 min,"International Movies, Horror Movies",2021-06-05,2021,6,149.0,2010s
s5484,TV Show,Title 5483,Director_123,"Actor_447, Actor_119, Actor_408, Actor_106",Nigeria,"September 21, 2021",2015,TV-14,1 Season,Sports Movies,2021-09-21,2021,9,1.0,2010s
s5485,TV Show,Title 5484,Director_108,"Actor_039, Actor_164, Actor_413, Actor_480, Actor_379",United States,"January 10, 2016",1990,NR,1 Season,"Romantic Movies, Horror Movies, Crime TV Shows",2016-01-10,2016,1,1.0,1990s
s5486,TV Show,Title 5485,Director_035,"Actor_197, Actor_414, Actor_075, Actor_201, Actor_367",Canada,"March 30, 2021",2009,TV-Y7,8 Seasons,Comedies,2021-03-30,2021,3,8.0,2000s
s5487,Movie,Title 5486,Director_124,"Actor_341, Actor_055, Actor_357, Actor_039",Canada,"April 06, 2020",2006,PG-13,88 min,Kids TV,2020-04-06,2020,4,88.0,2000s
s5488,Movie,Title 5487,Director_006,"Actor_188, Actor_363, Actor_386, Actor_381",Brazil,"September 29, 2016",2009,PG,70 min,"Sports Movies, Music & Musicals",2016-09-29,2016,9,70.0,2000s
s5489,Movie,Title 5488,Director_022,"Actor_284, Actor_239",Mexico,"November 06, 2019",2019,PG-13,72 min,Kids TV,2019-11-06,2019,11,72.0,2010s
s5490,TV Show,Title 5489,Director_161,"Actor_177, Actor_172, Actor_314, Actor_319, Actor_288",United Kingdom,"May 21, 2022",2012,TV-14,8 Seasons,Action & Adventure,2022-05-21,2022,5,8.0,2010s
s5491,Movie,Title 5490,Director_116,"Actor_197, Actor_134, Actor_100, Actor_460, Actor_308",United States,"February 11, 2021",2022,R,161 min,"Documentaries, Crime TV Shows, Music & Musicals",2021-02-11,2021,2,161.0,2020s
s5492,TV Show,Title 5491,Director_113,"Actor_125, Actor_180, Actor_235, Actor_347",South Korea,"October 26, 2020",2002,TV-Y7,3 Seasons,"International Movies, Stand-Up Comedy, Horror Movies",2020-10-26,2020,10,3.0,2000s
s5493,Movie,Title 5492,Director_095,"Actor_192, Actor_285",Canada,"February 13, 2019",2010,R,136 min,"Sports Movies, Documentaries, Romantic Movies",2019-02-13,2019,2,136.0,2010s
s5494,Movie,Title 5493,Director_020,"Actor_418, Actor_111, Actor_107, Actor_330, Actor_334",India,"July 13, 2015",2020,PG,168 min,"Stand-Up Comedy, Horror Movies",2015-07-13,2015,7,168.0,2020s
s5495,Movie,Title 5494,Director_069,"Actor_341, Actor_466, Actor_198, Actor_141, Actor_177",United Kingdom,"October 31, 2018",2014,PG-13,149 min,Horror Movies,2018-10-31,2018,10,149.0,2010s
s5496,Movie,Title 5495,Director_174,"Actor_310, Actor_116, Actor_303, Actor_312, Actor_167",United Kingdom,"May 23, 2021",2014,PG-13,102 min,Comedies,2021-05-23,2021,5,102.0,2010s
s5497,Movie,Title 5496,Director_052,"Actor_123, Actor_006, Actor_047, Actor_128",Germany,"February 14, 2019",1974,PG-13,145 min,Documentaries,2019-02-14,2019,2,145.0,1970s
s5498,TV Show,Title 5497,Director_083,"Actor_337, Actor_458",United States,"October 13, 2019",2009,TV-MA,8 Seasons,"Dramas, Action & Adventure, Thrillers",2019-10-13,2019,10,8.0,2000s
s5499,Movie,Title 5498,Director_105,"Actor_488, Actor_334, Actor_240, Actor_276",United States,"September 07, 2015",2000,PG-13,87 min,"Anime Series, Reality TV, Kids TV",2015-09-07,2015,9,87.0,2000s
s5500,Movie,Title 5499,Director_040,"Actor_497, Actor_331, Actor_166, Actor_403",India,"May 09, 2018",2023,PG-13,119 min,Reality TV,2018-05-09,2018,5,119.0,2020s
s5501,Movie,Title 5500,Director_159,"Actor_331, Actor_273, Actor_189",Germany,"June 19, 2016",2004,PG-13,99 min,Stand-Up Comedy,2016-06-19,2016,6,99.0,2000s
s5502,Movie,Title 5501,Director_127,"Actor_452, Actor_482, Actor_420, Actor_231",Germany,"June 05, 2021",2021,PG-13,119 min,"Reality TV, Stand-Up Comedy",2021-06-05,2021,6,119.0,2020s
s5503,Movie,Title 5502,Director_141,"Actor_373, Actor_029, Actor_435",United Kingdom,"January 11, 2018",2017,G,71 min,Action & Adventure,2018-01-11,2018,1,71.0,2010s
s5504,Movie,Title 5503,Director_087,"Actor_129, Actor_058, Actor_451",Japan,"October 27, 2022",2006,R,156 min,"Reality TV, International Movies",2022-10-27,2022,10,156.0,2000s
s5505,Movie,Title 5504,Director_102,"Actor_247, Actor_497, Actor_182",United States,"April 02, 2016",2014,NR,143 min,"Anime Series, Action & Adventure, Sports Movies",2016-04-02,2016,4,143.0,2010s
s5506,Movie,Title 5505,Director_106,"Actor_085, Actor_432",United States,"July 01, 2022",2021,PG-13,98 min,Kids TV,2022-07-01,2022,7,98.0,2020s
s5507,Movie,Title 5506,Director_016,"Actor_201, Actor_072, Actor_385, Actor_174, Actor_464",United Kingdom,"October 19, 2018",2021,PG-13,142 min,Sports Movies,2018-10-19,2018,10,142.0,2020s
s5508,Movie,Title 5507,Director_024,"Actor_051, Actor_388, Actor_442",United Kingdom,"July 28, 2022",1989,R,99 min,"Crime TV Shows, Music & Musicals, Horror Movies",2022-07-28,2022,7,99.0,1980s
s5509,Movie,Title 5508,Director_063,"Actor_384, Actor_431, Actor_352, Actor_188",South Korea,"February 09, 2015",2006,PG,157 min,Action & Adventure,2015-02-09,2015,2,157.0,2000s
s5510,Movie,Title 5509,Director_085,"Actor_486, Actor_106, Actor_442, Actor_052, Actor_471",France,"March 20, 2019",2006,PG-13,117 min,"Stand-Up Comedy, Sports Movies, Documentaries",2019-03-20,2019,3,117.0,2000s
s5511,Movie,Title 5510,Director_118,"Actor_478, Actor_205",France,"November 25, 2020",1972,R,127 min,"Reality TV, Action & Adventure",2020-11-25,2020,11,127.0,1970s
